,Name,Hometown,High School,Year,sport
2947,Francisco Caffaro,"Santa Fe, Argentina",NBA Global Academy,2018,mbball
2948,Kody Stattmann,"Cairns, Australia",St. Augustine's College,2018,mbball
2956,Justin McKoy,"Cary, N.C.",Panther Creek,2019,mbball
2958,Sam Hauser,"Stevens Point, Wis.",SPASH / Marquette,2019,mbball
2959,Chase Coleman,"Norfolk, Va.",Maury,2019,mbball
2960,Casey Morsell,"Fort Washington, Md.",St. John's College,2019,mbball
2961,Kadin Shedrick,"Holly Springs, N.C.",Holly Springs,2019,mbball
2967,Tomas Woldetensae,"Bologna, Italy",Indian Hills Community College,2019,mbball
2969,Jabri Abdur-Rahim,"South Orange, N.J.",Blair Academy,2020,mbball
2970,Reece Beekman,"Milwaukee, Wis.",Scotlandville Magnet (La.),2020,mbball
2974,Malachi Poindexter,"Mineral, Va.",St. Anne's-Belfield School,2020,mbball
2981,Trey Murphy III,"Durham, N.C.",Cary Academy,2020,mbball
2983,Carson McCorkle,"Raleigh, N.C.",Greensboro Day School,2020,mbball
2986,Jayden Gardner,"Wake Forest, N.C.",Heritage,2021,mbball
2988,Armaan Franklin,"Indianapolis, Ind.",Cathedral,2021,mbball
2990,Taine Murray,"Auckland, N.Z.",Rosmini College,2021,mbball
2996,Igor Miličić Jr.,"Rovinj, Croatia",ProGenius Ulm / Orange Academy Ratiopharm,2021,mbball
3002,Ben Vander Plas,"Ripon, Wis.",Ripon,2022,mbball
3004,Isaac McKneely,"Poca, W.Va.",Poca,2022,mbball
3006,Ryan Dunn,"Freeport, N.Y.",Perkiomen School,2022,mbball
3009,Isaac Traudt,"Grand Island, Neb.",Grand Island,2022,mbball
3010,Tristan How,"Virginia Beach, Va.",Norfolk Collegiate,2022,mbball
3011,Leon Bond III,"Wauwatosa, Wis.",Wauwatosa East,2022,mbball
3012,Dante Harris,"Washington, D.C.",Lakeway Christian Academy (Tenn.),2022,mbball
3013,Blake Buchanan,"Coeur d’Alene, Idaho",Lake City,2023,mbball
3016,Andrew Rohde,"Brookfield, Wis.",Brookfield Central,2023,mbball
3017,Desmond Roberts,"Charlottesville, Va.",St. Anne's-Belfield,2023,mbball
3020,Elijah Gertrude,"Jersey City, N.J.",Hudson Catholic Regional,2023,mbball
3022,Anthony Robinson,"Peachtree City, Ga.","Christ School (Arden, N.C.)",2023,mbball
3023,Jordan Minor,"Kingston, Mass.",Brimmer and May,2023,mbball
3025,Christian Bliss,"Queens, N.Y.",George School (Pa.),2023,mbball
3026,Jake Groves,"Spokane, Wash.",Shadle Park,2023,mbball
3028,Bryce Walker,"Beltsville, Md.",New Hampton School,2023,mbball
3029,Marjorie Baker,"Washington, D.C.",National Cathedral School,2013,wten
3030,Danielle Collins,"St. Petersburg, Fla.",Northeast HS,2013,wten
3031,Julia Elbaba,"Oyster Bay, N.Y.",Laurel Springs,2013,wten
3032,Maci Epstein,"Winter Park, Fla.",Lake Highland Prep,2013,wten
3033,Marie Faure,"Toulouse, France",,2013,wten
3034,Stephanie Nauta,"Galveston, Texas",Laurel Springs,2013,wten
3035,Caryssa Peretz,"Cherry Hill, N.J.",Heritage Academy,2013,wten
3036,Rachel Pierson,"Princeton, N.J.",AESA Prep Academy,2013,wten
3037,Clare Spooner,"Williamsburg, Va",Walsingham Academy,2013,wten
3038,Li Xi,"Kunming, China",Qujing Xiwang,2013,wten
3043,Cassie Mercer,"Huntington, W.Va.",Huntington,2014,wten
3044,Skylar Morton,"Bethesda, Md.",Laurel Springs,2014,wten
3046,Taylor Wingo,"Newport News, Va.",Hampton Roads Academy,2014,wten
3050,Meghan Kelley,"Falmouth, Maine",MAC Tennis Academy,2015,wten
3054,Victoria Olivarez,"Virginia Beach, Va.",First Colonial,2015,wten
3055,Erica Susi,"Vero Beach, Fla.",Vero Beach,2015,wten
3057,Lizzie Baker,"Washington, D.C.",National Cathedral School,2016,wten
3058,Hunter Bleser,"New Braunfels, Texas",Austin Tennis Academy,2016,wten
3059,Maya Das,"Potomac, Md.",Holton-Arms,2016,wten
3060,Camille Favero,"Sacramento, Calif.",Laurel Springs HS,2016,wten
3061,Chloe Gullickson,"Palm Beach Gardens, Fla.",Cardinal Newman HS,2016,wten
3062,Rosie Johanson,"Vancouver, British Columbia",Abbotsford Virtual School,2016,wten
3065,Teodora Radosavljevic,"Belgrade, Serbia",Gimnazija Crnjanski,2016,wten
3081,Vivian Glozman,"Bellevue, Wash.",Newport HS,2018,wten
3085,Sofia Munera,"Pereira, Colombia",Liceo Pino Verde,2018,wten
3086,Amber O'Dell,"New Milford, N.J.",West Rock Tennis Academy,2018,wten
3095,Natasha Subhash,"Fairfax, VA",Pass Academy,2019,wten
3096,Carson Branstine,"Irvine, Calif.",,2020,wten
3099,Jourdan Krueger,"Dallas, Texas",Highland Park HS,2020,wten
3101,Emma Navarro,"Charleston, S.C.",Ashley Hall,2020,wten
3103,Hibah Shaikh,"Teaneck, N.J.","BTT Tennis Academy (Barcelona, Spain)",2020,wten
3105,Elaine Chervinsky,"Baltimore, Md.",,2021,wten
3106,Melodie Collard,"Gatineau, Canada",Tennis Outaouais Performance,2021,wten
3107,Nicole Kiefer,"The Woodlands, Texas",Laurel Springs,2021,wten
3113,Sara Ziodato,"Trieste, Italy",Istituto Scolastico Magnum,2021,wten
3114,Julia Adams,Knoxville. Tenn.,Bearden,2022,wten
3118,Meggie Navarro,"Charleston, S.C.",Ashley Hall,2022,wten
3121,Annabelle Xu,"Montreal, Canada",,2022,wten
3126,Zara Larke,"Buddina, Australia",,2023,wten
3128,Blanca Pico Navarro,"Alicante, Spain",,2023,wten
3133,John LaPrise,"Exton, Pa.",Devon Prep,2012,baseball
3134,Kyle Crockett,"Poquoson, Va.",Poquoson,2012,baseball
3135,Cameron Tekker,"Waxhaw, N.C.",Cuthbertson,2012,baseball
3136,Branden Cogswell,"Ballston Lake, N.Y.",Shenendehowa,2012,baseball
3137,Robbie Coman,"Lake Worth, Fla.",Park Vista,2012,baseball
3138,Kenny Towns,"Burke, Va.",Lake Braddock,2012,baseball
3139,Brandon Downes,"South Plainfield, N.J.",South Plainfield,2012,baseball
3140,Scott Williams,"Berwyn, Pa.",Conestoga,2012,baseball
3141,Jared King,"Radford, Va.",Pulaski County,2012,baseball
3142,Colin Harrington,"Johnstown, Pa.",Bishop McCort,2012,baseball
3143,Tyler Carrico,"Midlothian, Va.",James River,2012,baseball
3144,Rob Bennie,"Stroudsburg, Pa.",Stroudsburg,2012,baseball
3145,Nate Irving,"Yonkers, N.Y.",Riverdale,2012,baseball
3146,Nathan Kirby,"Midlothian, Va.",James River,2012,baseball
3147,Brandon Waddell,"Houston, Texas",Clear Lake,2012,baseball
3148,Barrett O'Neill,"Ashland, Mass.",The Dexter School,2012,baseball
3149,Trey Oest,"Dover, Fla.",Durant,2012,baseball
3150,Derek Fisher,"Rexmont, Pa.",Cedar Crest,2012,baseball
3151,Reed Gragnani,"Richmond, Va.",Mills Godwin,2012,baseball
3152,Josh Sborz,"McLean, Va.",McLean,2012,baseball
3153,Kevin Doherty,"Laytonsville, Md.",Good Counsel,2012,baseball
3154,Scott Silverstein,"Brookeville, Md.",St. John’s College H.S.,2012,baseball
3155,Rob Amaro,"Bensalem, Pa.",William Penn Charter,2012,baseball
3156,Joe McCarthy,"Scranton, Pa.",Scranton,2012,baseball
3157,George Ragsdale,"North Port, Fla.",North Port,2012,baseball
3158,Nick Howard,"Olney, Md.",St. Joseph Regional,2012,baseball
3159,Artie Lewicki,"Wyckoff, N.J.",St. Joseph Regional,2012,baseball
3160,David Rosenberger,"Bethlehem, Pa.",Allentown Central Catholic,2012,baseball
3161,Thomas Woodruff,"Clifton, Va.",Thomas Jefferson,2012,baseball
3162,Mike Papi,"Tunkhannock, Pa.",Tunkhannock,2012,baseball
3163,Austin Young,"Mechanicsville, Va.",Atlee,2012,baseball
3164,Brett Lisle,"Highlands Ranch, Colo.",ThunderRidge,2012,baseball
3165,Nathaniel Abel,"Haymarket, Va.",Battlefield,2012,baseball
3166,Whit Mayberry,"Alexandria, Va.",St. Stephen's & St. Agnes,2012,baseball
3168,Tyler Allen,"Powhatan, Va.",Powhatan,2013,baseball
3169,Tony Butler,"Sun Prairie, Wis.",Sun Prairie,2013,baseball
3175,Alec Bettinger,"Woodbridge, Va.",Hylton,2013,baseball
3176,Jack Roberts,"Richmond, Va.",James River,2013,baseball
3180,Matt Thaiss,"Jackson, N.J.",Jackson Memorial,2013,baseball
3181,Daniel Pinero,"Toronto, Ontario",Humberside Collegiate,2013,baseball
3183,Adam Bleday,"Titusville, Pa.",Titusville,2013,baseball
3186,Connor Jones,"Chesapeake, Va.",Great Bridge,2013,baseball
3195,Ben Carraway,"Canton, Ga.",Creekview,2013,baseball
3198,Ernie Clement,"Rochester, N.Y.",Brighton,2014,baseball
3199,Kevin Radford,"Norfolk, Va.",Maury,2014,baseball
3200,Matt Doughty,"Roanoke, Va.",North Cross,2014,baseball
3201,Adam Haseley,"Windermere, Fla.",The First Academy,2014,baseball
3204,Pavin Smith,"Jupiter, Fla.",Palm Beach Gardens,2014,baseball
3205,Bennett Sousa,"North Palm Beach, Fla.",The Benjamin School,2014,baseball
3206,Charlie Cody,"Chesapeake, Va.",Great Bridge,2014,baseball
3208,Derek Casey,"Mechanicsville, Va.",Hanover,2014,baseball
3209,Tommy Doyle,"Vienna, Va.",Flint Hill,2014,baseball
3211,Justin Novak,"Tokyo, Japan",American School in Japan,2014,baseball
3216,Christian Lowry,"Chesapeake, Va.",Hickory,2014,baseball
3217,Jack Gerstenmaier,"Richmond, Va.",Douglas Freeman,2014,baseball
3221,Mark Ostbye,"Haddonfield, N.J.",Haddonfield,2014,baseball
3223,Riley Wilson,"Midlothian, Va.",Cosby,2014,baseball
3226,Ben Cassillo,"Latham, N.Y.",Shaker,2014,baseball
3227,Jon Meola,"Toms River, N.J.",Toms River East,2015,baseball
3228,Jack Weiller,"Katonah, N.Y.",John Jay-Cross River,2015,baseball
3230,Ryan Karstetter,"State College, Pa.",IMG Academy,2015,baseball
3233,Daniel Lynch,"Henrico, Va.",Douglas Freeman,2015,baseball
3243,Andy Weber,"Aurora, Ohio",Aurora,2015,baseball
3244,Cameron Simmons,"Royersford, Pa.",Spring-Ford,2015,baseball
3247,Grant Donahue,"Berlin, Md.",Decatur,2015,baseball
3249,Chesdin Harrington,"Montpelier, Va.",Patrick Henry,2015,baseball
3251,Connor Eason,"Chesapeake, Va.",Hickory,2015,baseball
3252,Holden Grounds,"Corsicana, Texas",Corsicana,2015,baseball
3253,Jake McCarthy,"Scranton, Pa.",Scranton,2015,baseball
3254,Nate Eikhoff,"Bristow, Va.",Patriot,2015,baseball
3256,Evan Sperling,"Poquoson, Va.",Grafton,2015,baseball
3258,Doak Dozier,"Fort Worth, Texas",Arlington Heights,2015,baseball
3259,Grant Sloan,"Zionsville, Ind.",Zionsville,2015,baseball
3260,Tyler Shambora,"Venice, Fla.",Venice,2015,baseball
3261,Cameron Comer,"Powell, Ohio",Olentangy Liberty,2015,baseball
3262,Drew Blakely,"Galesburg, Mich.",Gull Lake,2016,baseball
3265,Caleb Knight,"Checotah, Okla.",Checotah,2016,baseball
3280,Bobby Nicholson,"Charlottesville, Va.",St. Anne's Belfield,2016,baseball
3281,Cayman Richardson,"Mechanicsville, Va.",Hanover,2016,baseball
3284,Noah Murdock,"Colonial Heights, Va.",Colonial Heights,2016,baseball
3285,Jalen Harrison,"Palmyra, Va.",St. Anne's Belfield,2016,baseball
3288,Jackson Tedder,"Beavercreek, Ohio",Beavercreek,2016,baseball
3290,Jordan Dosey,"Yucaipa, Calif.",Yucaipa,2016,baseball
3291,Teddy Paisley,"Roanoke, Va.",Hidden Valley,2016,baseball
3292,Will Allocca,"Richmond, Va.",Collegiate,2016,baseball
3293,Hughes Page,"Alexandria, Va.",Episcopal,2016,baseball
3298,Andrew Papantonis,"Lebanon Township, N.J.",Delbarton,2017,baseball
3300,Christian Hlinka,"Frenchtown, N.J.",Delaware Valley Regional,2017,baseball
3301,Devin Ortiz,"Nutley, N.J.",St. Joseph Regional,2017,baseball
3302,Brendan Rivoli,"Douglassville, Pa.",Daniel Boone,2017,baseball
3304,Tanner Morris,"Crozet, Va.",The Miller School,2017,baseball
3307,Alex Tappen,"Lower Gwynedd, Pa.",Wissahickon,2017,baseball
3310,Andrew Abbott,"Republican Grove, Va.",Halifax County,2017,baseball
3317,Griff McGarry,"Portola Valley, Calif.",Menlo School,2017,baseball
3320,Blake Rohm,"Superior, Colo.",Broomfield,2017,baseball
3325,Kyle Whitten,"Manassas, Va.",Osbourn Park,2017,baseball
3328,Mack Meyer,"San Francisco, Calif.",IMG Academy,2017,baseball
3332,Nic Kent,"Charlottesville, Va.",St. Anne's Belfield,2018,baseball
3333,Drew Hamrock,"Roswell, Ga.",Milton,2018,baseball
3338,Ben Harris,"Alpharetta, Ga.",Milton,2018,baseball
3339,Logan Michaels,"DeForest, Wis.",DeForest,2018,baseball
3341,Brandon Neeck,"Chappaqua, N.Y.",Horace Greeley,2018,baseball
3344,Zack Gelof,"Rehoboth Beach, Del.",Cape Henlopen,2018,baseball
3346,Cristian Sanchez,"Centreville, Va.",Centreville,2018,baseball
3352,Zach Messinger,"Chandler, Ind.",Castle,2018,baseball
3353,Jimmy Sullivan,"Wethersfield, Conn.",Wethersfield,2018,baseball
3355,Paul Kosanovich,"San Gabriel, Calif.",Temple City,2018,baseball
3357,Blake Bales,"Schoolcraft, Mich.",Schoolcraft,2018,baseball
3359,Billy Price,"Morristown, N.J.",Delbarton School,2018,baseball
3361,Sen Kenneally,"Morehead City, N.C.",Phillips Exeter Academy,2018,baseball
3362,Mike Vasil,"Wellesley, Mass.",Boston College,2018,baseball
3364,Max Cotier,"New Milford, Conn.",Canterbury School,2019,baseball
3365,Evan Sleight,"Framingham, Mass.",Belmont Hill School,2019,baseball
3371,Chris Newell,"Newtown Square, Pa.",Malvern Prep,2019,baseball
3372,Tate Ballestero,"Morristown, N.J.",Morristown,2019,baseball
3373,Walker Jenkins,"Sun Prairie, Wis.",Sun Prairie,2019,baseball
3377,Matt Wyatt,"Towson, Md.",Loyola Blakefield,2019,baseball
3379,Jacob Hodorovich,"Scott Township, Pa.",Lakeland Jr. Sr.,2019,baseball
3381,Marc Lebreux,"Montreal, Quebec",St-Gabriel,2019,baseball
3383,Griff Agee,"Forest, Va.",Jefferson Forest,2019,baseball
3386,Jayson Hoopes,Northfield N.J.,St. Augustine Prep,2019,baseball
3388,Nate Savino,"Sterling, Va.",Potomac Falls,2019,baseball
3393,Stephen Schoch,"Laurel, Md.",Our Lady of Good Counsel,2019,baseball
3395,Kyle Petri,"Lighthouse Point, Fla.",Cardinal Gibbons,2019,baseball
3397,Jacob Baldino,"Marietta, Ga.",Walton,2019,baseball
3400,Kyle Teel,"Mahwah, N.J.",Mahwah,2020,baseball
3408,Addie Burrow,"Spotsylvania, Va.",Courtland,2020,baseball
3416,Alex Greene,"Edgewater, Md.",DeMatha Catholic,2020,baseball
3418,David Coppedge,"Chesterfield, Va.",Clover Hill,2020,baseball
3419,Jake Gelof,"Rehoboth Beach, Del.",IMG Academy,2020,baseball
3420,Connor Hincks,"Western Springs, Ill.",Benet Academy,2020,baseball
3422,Avery Mabe,"Wytheville, Va.",George Wythe,2020,baseball
3423,Rece Ritchey,"Huntingdon, Pa.",Huntingdon Area,2020,baseball
3427,Jake Berry,"Great Falls, Va.",Bishop O'Connell,2020,baseball
3429,Channing Austin,"Brooklyn, N.Y.",Poly Prep Country Day,2020,baseball
3435,Luke Schauer,"Washington, D.C.",St. John’s College,2020,baseball
3439,Jay Woolfolk,"Chesterfield, Va.",Benedictine,2021,baseball
3441,Griff O'Ferrall,"Richmond, Va.",St. Christopher's,2021,baseball
3443,Casey Saucke,"Rochester, N.Y.",Greece Athena,2021,baseball
3445,Tristan Shoemaker,"Weyers Cave, Va.",Fort Defiance,2021,baseball
3447,Justin Rubin,"Bryn Mawr, Pa.",Friends' Central,2021,baseball
3451,Anthony Stephan,"Ridgewood, N.J.",Ridgewood,2021,baseball
3453,Ben Petri,"Lighthouse Point, Fla.",Cardinal Gibbons,2021,baseball
3455,Colin Tuft,"Vienna, Va.",James Madison,2021,baseball
3457,Ethan Anderson,"Virginia Beach, Va.",Frank W. Cox,2021,baseball
3458,Matthew Buchanan,"Lebanon, Va.",Lebanon,2021,baseball
3465,Dylan Bowers,"Centennial, Colo.",Grandview High School,2021,baseball
3466,Will Geerdes,"San Antonio, Texas",International School of the Americas,2021,baseball
3467,Mason Dillow,"Phoenix, Ariz.",Chaparral,2021,baseball
3468,Brian Gursky,"Granger, Ind.",IMG Academy,2021,baseball
3469,Dean Kampschror,"Falls Church, Va.",Justice,2021,baseball
3470,Joseph Miceli,"Oakland, N.J.",Indian Hills,2021,baseball
3473,Ethan O'Donnell,"Highlands Ranch, Colo.",Regis Jesuit,2022,baseball
3476,Luke Hanson,"Williamsburg, Va.",Lafayette,2022,baseball
3478,Henry Godbout,"Brooklyn, N.Y.",Baylor School (TN),2022,baseball
3480,Travis Reifsnider,"Richmond, Va.",Collegiate,2022,baseball
3481,Bradley Hodges,"Fleming Island, Fla.",St. Johns Country Day,2022,baseball
3483,Tommy Courtney,"Mahopac, N.Y.",Don Bosco Prep,2022,baseball
3484,Jack O'Connor,"Arlington, Va.",Bishop O'Connell,2022,baseball
3485,Evan Blanco,"Woburn, Mass.",Austin Preparatory School,2022,baseball
3488,Juan De la Cruz,"Jersey City, N.J.",Bergen Catholic,2022,baseball
3490,Connelly Early,"Midlothian, Va.",James River,2022,baseball
3496,Nick Parker,"York, Pa.",Dallastown Area,2022,baseball
3497,Johnny Ormsby,"Haddonfield, N.J.",Paul VI,2022,baseball
3498,Kevin Jaxel,"Congers, N.Y.",Don Bosco Prep,2022,baseball
3499,Angelo Tonas,"Hillsborough, Calif.",Sacred Heart Schools Atherton,2022,baseball
3501,Aidan Teel,"Mahwah, N.J.",Mahwah,2022,baseball
3502,Harrison Didawick,"Chesapeake, Va.",Western Branch,2022,baseball
3503,Cullen McKay,"Norfolk, Va.",Maury,2022,baseball
3504,Brian Edgington,"Hatboro, Pa.",Hatboro-Horsham,2022,baseball
3505,Chris Baker,"Moorestown, N.J.",Moorestown,2022,baseball
3507,Chase Hungate,"Abingdon, Va.",Abingdon,2022,baseball
3508,Evan Dobias,"Sunrise, Fla.",American Heritage,2022,baseball
3511,Mark Gialluisi,"Westfield, N.J.",Saint Joseph's (Metuchen),2023,baseball
3517,Henry Ford,"Charlottesville, Va.",Baylor School (Tenn.),2023,baseball
3519,Charlie Oschell,"Phoenixville, Pa.",Malvern Prep,2023,baseball
3520,Ryan Osinski,"Alexandria, Va.",St. Stephen's and St. Agnes School,2023,baseball
3524,Tristan Head,"Jupiter, Fla.",The Benjamin School,2023,baseball
3525,Bobby Whalen,"Camp Hill, Pa.",Cedar Cliff,2023,baseball
3526,Owen Coady,"Larchmont, N.Y.",Rye Country Day School,2023,baseball
3527,Antonio Perrotta,"Rockville, Md.",Georgetown,2023,baseball
3528,Eric Becker,"Thiells, N.Y.",Don Bosco Prep,2023,baseball
3531,Joe Savino,"Ronkonkoma, N.Y.",Connetquot,2023,baseball
3532,Jacob Ference,"Mount Airy, Md.",Linganore,2023,baseball
3533,Blake Barker,"Chardon, Ohio",Chardon,2023,baseball
3536,Walker Buchanan,"Jupiter, Fla.",The Benjamin School,2023,baseball
3537,Freddy Beruvides Jr.,"Palm Beach Gardens, Fla.",The Benjamin School,2023,baseball
3540,Bryson Moore,"Fairfax, Va.",Gonzaga College,2023,baseball
3541,Tommy Roldan,"Poolesville, Md.",Georgetown Prep,2023,baseball
3544,Matt Augustin,"Cherry Hill, N.J.",Bishop Eustace,2023,baseball
3546,Nate Bassett,"Bristow, Va.",Patriot,2023,baseball
3547,Patric Menk,"Jacksonville, Fla.",The Bolles School,2023,baseball
3548,Matt Miscione,"Ashburn, Va.",Stone Bridge,2012,msoc
3549,Spencer LaCivita,"Raleigh, N.C.",Millbrook,2012,msoc
3550,Zach Carroll,"Grand Blanc, Mich.",Grand Blanc,2012,msoc
3551,Matt Brown,"Charlotte, N.C.",South Mecklenburg,2012,msoc
3552,Grant Silvester,"Sacramento, Calif.",Rio Americano,2012,msoc
3553,Bryan Lima,"Boca Raton, Fla.",North Broward Prep,2012,msoc
3554,Scott Thomsen,"Brick, N.J.",Christian Brothers Academy,2012,msoc
3555,Todd Wharton,"Glen Allen, Va.",Deep Run,2012,msoc
3556,Chris Somerville,"West Chester, Pa.",Unionville,2012,msoc
3557,Darius Madison,"Philadelphia, Pa.",LaSalle College HS,2012,msoc
3558,Will Bates,"Chester, Va.",Thomas Dale,2012,msoc
3559,Eric Bird,"Virginia Beach, Va.",Frank W. Cox,2012,msoc
3560,Kyler Sullivan,"Stafford, Va.",North Stafford,2012,msoc
3561,Kevin McBride,"Fairfax, Va.",Chantilly,2012,msoc
3562,Marcus Salandy-Defour,"Kensington, Md.",Georgetown Prep,2012,msoc
3563,Brian James,"Sunrise, Fla.",American Heritage,2012,msoc
3564,Will Whorton,"Atlanta, Ga.",Northview,2012,msoc
3565,Marcus Douglas,"Washington, D.C.",Gonzaga,2012,msoc
3566,Ryan Zinkhan,"Fredericksburg, Va.",Riverbend,2012,msoc
3567,Kyle McCord,"Chester Springs, Pa.",Haverford,2012,msoc
3568,Will Hare,"Roanoke, Va.",Hidden Valley,2012,msoc
3569,Matt Mills,"Greensboro, N.C.",Walter Hines Page,2012,msoc
3570,Cameron Chavira,"Roanoke, Va.",Patrick Henry,2012,msoc
3571,Sean Murnane,"Centreville, Va.",Westfield,2012,msoc
3572,Jordan Poarch,"Middletown, Del.",Sanford School,2012,msoc
3573,Shane Cooke,"Warrenton, Va.",Liberty,2012,msoc
3574,Andrew Freschi,"Atlanta, Ga.",Westminster,2012,msoc
3575,Cole Moffatt,"South Pasadena, Calif.",Loyola,2013,msoc
3583,Jordan Allen,"Rochester, N.Y.",Aquinas,2013,msoc
3585,Nicko Corriveau,"Potomac, Md.",Gonzaga,2013,msoc
3587,Riggs Lennon,"Paradise Valley, Ariz.",Brophy Prep,2013,msoc
3592,Calle Brown,"Leesburg, Va.",Loudon County,2013,msoc
3593,Chris Moke,"London, England",,2013,msoc
3594,Paddy Foss,"South Riding, Va.",U.S. Soccer Residency,2013,msoc
3600,Pablo Aguilar,"Guatemala City, Guatemala",IMG Academy,2013,msoc
3601,Hayes Fountain,"Charlottesville, Va.",Western Albemarle,2013,msoc
3602,Wesley Suggs,"Bowie, Md.",DeMatha Catholic,2013,msoc
3603,Jeff Gal,"Bartlett, Ill.",Bartlett,2013,msoc
3604,Sheldon Sullivan,"Stafford, Va.",North Stafford,2013,msoc
3605,Luc Fatton,"Charlottesville, Va.",Albemarle,2013,msoc
3608,Jeff Caldwell,"Todd, N.C.",Watauga,2014,msoc
3610,Steven Gandy,"Gainesville, Va.",Patriot,2014,msoc
3624,Jake Rozhansky,"Germantown, Md.",Montgomery Blair,2014,msoc
3626,Peter Pearson,"Virginia Beach, Va.",Cape Henry,2014,msoc
3632,Nate Odusote,"North Haledon, N.J.",Hawthorne Christian,2014,msoc
3633,Sam Hayward,"Dallas, Texas",Highland Park HS,2014,msoc
3634,Manny Scere,"Roanoke, Va.",Patrick Henry,2014,msoc
3636,Fabrice Shema,"Louisville, Ky.",Waggener,2014,msoc
3638,Julian Cummings,"Fredericksburg, Va.",Stafford,2014,msoc
3640,Liam Jenkins,"Richmond, Va.",Mills Godwin,2014,msoc
3641,Adam Prevost,"Earlysville, Va.",Shattuck-St. Mary's (MN),2015,msoc
3655,Edward Opoku,"Millbrook, N.Y.",Millbrook School,2015,msoc
3658,Derrick Etienne,"Paterson, N.J.",Passaic Tech,2015,msoc
3659,Jean-Christophe Koffi,"Potomac, Md.",Walt Whitman,2015,msoc
3660,Wesley Wade,"South Orange, N.J.",Montclair Kimberley Academy,2015,msoc
3661,Malcolm Dixon,"Montclair, N.J.",Montclair Kimberley Academy,2015,msoc
3662,Daniel Barir,"Copenhagen, Denmark",Oregaard Gymnasium,2015,msoc
3663,Simeon Okoro,"Weston, Conn.",Weston,2015,msoc
3664,Myles Barber,"Snellville, Ga.",South Gwinnett,2015,msoc
3670,Sergi Nus,"Barcelona, Spain",LLuis Domenech i Montaner,2016,msoc
3674,Victor Falck,"Virginia Beach, Va.",Cox,2016,msoc
3675,Bay Kurtz,"Crown Point, Ind.",Crown Point,2016,msoc
3685,Lucas Mendes,"Arlington, Va.",Washington-Lee,2016,msoc
3687,Aaron James,"Amherst, Mass.",Williston Northampton,2016,msoc
3689,Terrell Lowe,"Hillsboro, Ore.",Liberty,2016,msoc
3690,Jerren Nixon Jr.,"Atlanta, Ga.",YSC Academy,2016,msoc
3691,Max Diamond,"Hopedale, Mass.",Advanced Math and Science Academy,2016,msoc
3692,Raheem Taylor-Parkes,"Tampa, Fla.",YSC Academy,2016,msoc
3693,Leon Maric,"Gilbertsville, Pa.",Boyertown,2016,msoc
3695,Josh Goldstern,"Livingston, N.J.",Livingston,2016,msoc
3696,Robin Afamefuna,"Wuerselen, Germany",Wuerselen Gymnasium,2016,msoc
3699,Colin Shutler,"Middleburg, Va.",Briar Woods,2016,msoc
3704,Henry Kessler,"New York, N.Y.",Bard High School Early College,2017,msoc
3708,Kennedy Nwabia,"Owerri, Nigeria",Northcross,2017,msoc
3710,Joe Bell,"Wanaka, New Zealand",Scots College (New Zealand),2017,msoc
3711,Prosper Figbe,"Ilorin, Nigeria",Loomis Chaffee School,2017,msoc
3716,Nathaniel Crofts,"Sheffield, England",Chaucer School,2017,msoc
3717,Ryan Peterson,"Sydney, Australia",Killara,2017,msoc
3720,Justin Ingram,"Indianapolis, Ind.",Pike,2017,msoc
3728,Ahdan Tait,"Bridgeport, Conn.",Fairchild Wheeler,2017,msoc
3729,Irakoze Donasiyano,"Roanoke, Va.",Patrick Henry,2017,msoc
3730,Brad Kurtz,"Crown Point, Ind.",Crown Point,2017,msoc
3731,Spencer Patton,"Morrisville, Pa.",La Salle College High School,2017,msoc
3732,Beau Bradley,"Manasquan, N.J.",The Taft School,2017,msoc
3733,Connor Jones,"Clifton, Va.",Monteverde Academy,2017,msoc
3734,Tyler Willen,"West Newton, Mass.",American School of Dubai,2018,msoc
3740,Aboubacar Keita,"Columbus, Ohio",Westerville North,2018,msoc
3747,Daryl Dike,"Edmond, Okla.",Edmond North,2018,msoc
3750,Marcel DaSilva,"Ormond Beach, Fla.",Shattuck St. Mary's,2018,msoc
3752,Cabrel Happi Kamseu,"Harare, Zimbabwe",Deerfield Academy,2018,msoc
3754,Daniel Steedman,"Glasgow, Scotland",Hough,2018,msoc
3755,Bret Halsey,"Sterling, Va.",Potomac Falls,2018,msoc
3756,Ben Grant,"Charlottesville, Va.",Albemarle,2018,msoc
3758,Enrique Banuelos,"Mexico City, Mexico",Tecnologico de Monterrey,2018,msoc
3763,Chris Shutler,"Middleburg, Va.",Briar Woods,2019,msoc
3765,Eben Noverr,"Highlands Ranch, Colo.",Highlands Ranch,2019,msoc
3767,Reed Kessler,"New York, N.Y.",Brooklyn Technical,2019,msoc
3769,Jeremy Verley,"Kingston, Jamaica",Milton Academy,2019,msoc
3777,Philip Horton,"New Albany, Ohio",New Albany,2019,msoc
3779,Andreas Ueland,"Bryne, Norway",Bryne ungdomsskole,2019,msoc
3780,Axel Gunnarsson,"Gothenburg, Sweden",Aspero idrottsgymnasium,2019,msoc
3781,Nick Berghold,"Wingdale, N.Y.",Berkshire School,2019,msoc
3784,Matthew Warbrick,"Auckland, New Zealand",The McCallie School,2019,msoc
3785,Isaiah Byrd,"Gainesville, Va.",Patriot,2019,msoc
