,Name,Hometown,High School,Year,sport
85,Greg Gallop,"Chester, Va.",Thomas Dale HS,2012,football
86,Matt Mihalik,"Middlefield, Ohio",Gilmour Academy,2012,football
87,Oday Aboushi,"Brooklyn, N.Y.",Xaverian HS,2012,football
88,Conner Davis,"Henrico, Va.",Deep Run HS,2012,football
89,Cameron Fitch,"Chesapeake, Va.",Grassfield HS,2012,football
90,Kelby Johnson,"Hyattsville, Md.",DeMatha Catholic HS,2012,football
91,Michael Mooney,"Malvern, Pa.",Malvern Prep,2012,football
92,Jay Whitmire,"Alexandria, Va.",T.C. Williams HS,2012,football
93,Morgan Moses,"Richmond, Va.",Meadowbrook HS (Fork Union Military Academy,2012,football
94,Sean Cascarano,"Glenview, Ill.",Glenbrook South HS,2012,football
95,Adrian Gamble,"Charlotte, N.C.",Independence HS,2012,football
96,Jeremiah Mathis,"Bowie, Md.",DeMatha Catholic HS,2012,football
97,Mario Nixon,"Norfolk, Va.",Norfolk Christian,2012,football
98,Jake McGee,"Richmond, Va.",Collegiate School,2012,football
99,Canaan Severin,"Marlborough, Mass.",Worcester Academy,2012,football
100,Bobby Smith,"Richmond, Va.",Varina HS,2012,football
101,Jamall Brown,"Hampton, Va.",Hampton HS,2012,football
102,Kyle Dockins,"Virginia Beach, Va.",Landstown HS,2012,football
103,Paul Freedman,"Belleair Bech, Fla.",Clearwater Central Catholic,2012,football
104,Colter Phillips,"Darnestown, Md.",Georgetown Prep,2012,football
105,Jake Snyder,"Glen Allen, Va.",Deep Run HS,2012,football
106,Dylan Sims,"Lynchburg, Va.",Jefferson Forest HS,2012,football
107,Rob Burns,"Ashburn, Va.",Stone Bridge HS,2012,football
108,Will Hill,"Williamsburg, Va.",Lafayette HS,2012,football
109,Courtnye Wynn,"Norfolk, Va.",Norfolk Christian,2012,football
110,James Coleman,"Martinsville, Va.",The Carlisle School,2012,football
111,Jeb Byrne,"McLean, Va.",Georgetown Prep,2012,football
112,Brent Urban,"Mississauga, Ontario",Lorne Park Secondary,2012,football
113,Trent Corney,"Brockville, Ont.",Thousand Islands Secondary School,2012,football
114,Drequan Hoskey,"Richmond, Va.",Henrico,2012,football
115,Khalek Shepherd,"Upper Marlboro, Md.",Gwynn Park,2012,football
0,Demetrious Nicholson,"Virginia Beach, Va.",Bayside HS,2013,football
1,Dominique Terrell,"Manassas, Va.",Osbourn HS,2013,football
2,Billy Skrobacz,"Richmond, Va.",Deep Run HS,2013,football
3,Tim Harris,"Richmond, Va.",Varina HS,2013,football
4,David Watford,"Hampton, Va.",Hampton HS,2013,football
5,Darius Jennings,"Baltimore, Md.",The Gilman School,2013,football
6,Eli Harold,"Virginia Beach, Va.",Ocean Lakes HS,2013,football
7,Anthony Harris,"Chesterfield, Va.",Lloyd C. Bird HS,2013,football
8,Pablo Alvarez,"Coral Gables, Fla.",Belen Jesuit Prep,2013,football
9,C.J. Moore,"Buford, Ga.",Buford HS,2013,football
10,Greyson Lambert,"Jesup, Ga.",Wayne County HS,2013,football
11,Daquan Romero,"Hampton, Va.",Phoebus HS,2013,football
12,Ian Frye,"Bristol, Va.",Virginia HS,2013,football
13,Andre Levrone,"Laurel, Md.",Our Lady of Good Counsel,2013,football
14,Matt Johns,"Chalfont, Pa.",Central Bucks South HS,2013,football
15,Brendan Marshall,"Gaithersburg, Md.",Our Lady of Good Counsel,2013,football
16,Miles Gooch,"Decatur, Ga.",Towers HS,2013,football
17,Anthony Cooper,"Virginia Beach, Va.",Bayside HS,2013,football
18,Andrew Mackay,"Fairfax, Va.",W.T. Woodson HS,2013,football
19,E.J. Scott,"Ellicott City, Md.",Our Lady of Good Counsel HS,2013,football
20,Tim Smith,"Chesapeake, Va.",Oscar Smith HS,2013,football
21,Brandon Phelps,"Damascus, Md.",Damascus HS,2013,football
22,David Marrs,"Bluefield, Va.",Graham HS,2013,football
23,Kevin Parks,"Salisbury, N.C.",West Rowan HS,2013,football
24,Anthony Calloway,"Lynchburg, Va.",Brookville HS,2013,football
25,Maurice Canady,"Richmond, Va.",Varina HS,2013,football
26,Rijo Walker,"Hampton, Va.",Bethel HS,2013,football
27,Willem Reesema,"Virginia Beach, Va.",Ocean Lakes HS,2013,football
28,Wilfred Wahee,"Norfolk, Va.",Norfolk Christian,2013,football
29,Adam Caplinger,"Broadway, Va.",Broadway HS,2013,football
30,D.J. Hill,"Covington, Ga.",Newton HS,2013,football
31,LaChaston Smith,"Statesville, N.C.",South Iredell,2013,football
32,Alec Vozenilek,"Richmond, Va.",St. Christopher's School,2013,football
33,Blake Blaze,"Barnstable, Mass.",Barnstable HS,2013,football
34,Kyrrel Latimer,"Hyattsville, Md.",DeMatha Catholic HS (Fork Union Military Academy,2013,football
35,James Coleman,"Martinsville, Va.",The Carlisle School,2013,football
36,Mike Moore,"Hyattsville, Md.",DeMatha Catholic HS,2013,football
37,Kirk Garner,"Baltimore, Md.",Our Lady of Good Counsel,2013,football
38,Kwontie Moore,"Norfolk, Va.",Norfolk Christian,2013,football
39,Kye Morgan,"Somerset, N.J.",Franklin HS,2013,football
40,R.C. Willenbrock,"Denver, Colo.",Cherry Creek HS,2013,football
41,Divante Walker,"Virginia Beach, Va.",Salem HS,2013,football
42,Nicholas Conte,"Roanoke, Va.",Patrick Henry HS,2013,football
43,Kelvin Rainey,"Houston, Texas",Stratford HS,2013,football
44,Malcolm Cook,"Richmond, Va.",Fork Union Military Academy,2013,football
45,Darius Lee,"Alexandria, Va.",St. Stephen's & St. Agnes,2013,football
46,Connor Wingo-Reeves,"Midlothian, Va.",Monacan HS,2013,football
47,Demeitre Brim,"Dundee, Fla.",Victory Christian Academy,2013,football
48,Henry Coley,"Virginia Beach, Va.",Bayside HS,2013,football
49,Matt Fortin,"West Chester, Pa.",The Haverford School (Deerfield Academy,2013,football
50,Israel Vaughan,"Richmond, Va.",Lee-Davis HS,2013,football
51,Mason Thomas,"Virginia Beach, Va.",Kempsville HS,2013,football
52,Vincent Croce,"Olney, Md.",Our Lady of Good Counsel HS,2013,football
53,Zachary Swanson,"Katy, Texas",Katy HS,2013,football
54,Marco Jones,"Baltimore, Md.",Boys Latin School,2013,football
55,Tyler Shirley,"Midlothian, Va.",James River HS,2013,football
56,Zach Bradshaw,"Damascus, Md.",Damascus HS,2013,football
57,Jon Goss,"Montclair, Va.",Forest Park HS,2013,football
58,Sammy MacFarlane,"Greenwich, Conn.",Brunswick School,2013,football
59,Micah Kiser,"Baltimore, Md.",Gilman School,2013,football
60,Alex Foertsch,"Baltimore, Md.",Gilman School,2013,football
61,David Dean,"Virginia Beach, Va.",Green Run HS,2013,football
62,Andre Miles-Redmond,"Richmond, Va.",Hermitage HS,2013,football
63,Stephen Lawe,"Norfolk, Va.",Maury HS,2013,football
64,Mark Hall,"Virginia Beach, Va.",Green Run HS,2013,football
65,Jeb Byrne,"McLean, Va.",Georgetown Prep,2013,football
66,John Pond,"Chester, Va.",Matoaca HS,2013,football
67,Cody Wallace,"Moorestown, N.J.",Morrestown HS (Fork Union Military Academy,2013,football
68,Sean Karl,"Manorville, N.Y.",Eastport-South Manor HS,2013,football
69,Ryan Doull,"Kanata, Ontario",All Saints Catholic School (Fork Union Military,2013,football
70,Nick Koutris,"Oakhill, Va.",Oakton HS,2013,football
71,Ross Burbank,"Virginia Beach, Va.",Frank W. Cox HS,2013,football
72,George Adeosun,"Alpharetta, Ga.",Alpharetta HS,2013,football
73,Jackson Matteo,"Ashburn, Va.",Broad Run HS,2013,football
74,Eric Tetlow,"Richmond, Va.",Mills E. Godwin HS,2013,football
75,Phillip Berry,"Raleigh, N.C.",Woodberry Forest,2013,football
76,Luke Bowanko,"Clifton, Va.",Centreville HS,2013,football
77,Jack McDonald,"Quincy, Mass.",,2013,football
78,Eric Smith,"Decatur, Ga.",Columbia HS,2013,football
79,Conner Davis,"Henrico, Va.",Deep Run HS,2013,football
80,Sadiq Olanrewaju,"Gaithersburg, Md.",Salisbury School (Conn.,2013,football
81,Michael Mooney,"Malvern, Pa.",Malvern Prep,2013,football
82,Jay Whitmire,"Alexandria, Va.",T.C. Williams HS,2013,football
83,Morgan Moses,"Richmond, Va.",Meadowbrook HS (Fork Union Military Academy,2013,football
84,Jack Babcock,"Glen Allen, Va.",Deep Run HS,2013,football
85,Sean Cascarano,"Glenview, Ill.",Glenbrook South HS,2013,football
86,Adrian Gamble,"Charlotte, N.C.",Independence HS,2013,football
87,Jamall Brown,"Hampton, Va.",Hampton HS,2013,football
88,Mario Nixon,"Norfolk, Va.",Norfolk Christian,2013,football
89,Jake McGee,"Richmond, Va.",Collegiate School,2013,football
90,Canaan Severin,"Marlborough, Mass.",Worcester Academy,2013,football
91,Keeon Johnson,"Kannapolis, N.C.",A.L. Brown HS,2013,football
92,Jeremy Dollin,"Cincinnati, Ohio",Indian Hill HS,2013,football
93,Kyle Dockins,"Virginia Beach, Va.",Landstown HS,2013,football
94,Ryan Santoro,"Oak Hill, Va.",Oakton HS,2013,football
95,Max Valles,"Sicklerville, N.J.",St. Joseph HS,2013,football
96,Rob Burns,"Ashburn, Va.",Stone Bridge HS,2013,football
97,Jake Snyder,"Glen Allen, Va.",Deep Run HS,2013,football
98,Jack English,"Richmond, Va.",St. Christopher's School,2013,football
99,Dylan Sims,"Lynchburg, Va.",Jefferson Forest HS,2013,football
100,Greg Gallop,"Chester, Va.",Thomas Dale HS,2013,football
101,Donte Wilkins,"Woodbridge, Va.",Potomac HS,2013,football
102,Tyrell Chavis,"Richmond, Va.",Varina HS,2013,football
103,Cameron Fitch,"Chesapeake, Va.",Grassfield HS,2013,football
104,Brent Urban,"Mississauga, Ontario",Lorne Park Secondary,2013,football
105,Trent Corney,"Brockville, Ont.",Thousand Islands Secondary School,2013,football
106,Daniel Hamm,"Wytheville, Va.",Fort Chiswell,2013,football
107,Drequan Hoskey,"Richmond, Va.",Henrico,2013,football
108,Taquan Mizzell,"Virginia Beach, Va.",Bayside,2013,football
109,Khalek Shepherd,"Upper Marlboro, Md.",Gwynn Park,2013,football
0,Jamil Kamara,"Virginia Beach, Va.",Bishop Sullivan Catholic HS,2014,football
1,Demetrious Nicholson,"Virginia Beach, Va.",Bayside HS,2014,football
2,Kirk Garner,"Baltimore, Md.",Our Lady of Good Counsel,2014,football
3,Dominique Terrell,"Manassas, Va.",Osbourn HS,2014,football
4,Quin Blanding,"Virginia Beach, Va.",Bayside HS,2014,football
5,Corwin Cutler,"Virginia Beach, Va.",Ocean Lakes HS (Fork Union Military Academy,2014,football
6,Taquan Mizzell,"Virginia Beach, Va.",Bayside,2014,football
7,Tim Harris,"Richmond, Va.",Varina HS,2014,football
8,David Watford,"Hampton, Va.",Hampton HS,2014,football
9,Darius Jennings,"Baltimore, Md.",The Gilman School,2014,football
10,Eli Harold,"Virginia Beach, Va.",Ocean Lakes HS,2014,football
11,Joe Spaziani,"Hingham, Mass.",Hingham HS,2014,football
12,Anthony Harris,"Chesterfield, Va.",Lloyd C. Bird HS,2014,football
13,Ryan Santoro,"Oak Hill, Va.",Oakton HS,2014,football
14,Andrew Brown,"Chesapeake, Va.",Oscar Smith HS,2014,football
15,Canaan Severin,"Marlborough, Mass.",Worcester Academy,2014,football
16,Jordan Ellis,"Suwanee, Ga.",Peachtree Ridge HS,2014,football
17,Greyson Lambert,"Jesup, Ga.",Wayne County HS,2014,football
18,Divante Walker,"Virginia Beach, Va.",Salem HS,2014,football
19,Umar Muhammad-Wyatt,"Hampton, Va.",Hampton HS,2014,football
20,Daquan Romero,"Hampton, Va.",Phoebus HS,2014,football
21,Ian Frye,"Bristol, Va.",Virginia HS,2014,football
22,Andre Levrone,"Laurel, Md.",Our Lady of Good Counsel,2014,football
23,Matt Johns,"Chalfont, Pa.",Central Bucks South HS,2014,football
24,Brendan Marshall,"Gaithersburg, Md.",Our Lady of Good Counsel,2014,football
25,Mason Thomas,"Virginia Beach, Va.",Kempsville HS,2014,football
26,Miles Gooch,"Decatur, Ga.",Towers HS,2014,football
27,Andrew Mackay,"Fairfax, Va.",W.T. Woodson HS,2014,football
28,Doni Dowling,"Richmond, Va.",Varina HS,2014,football
29,Brandon Phelps,"Damascus, Md.",Damascus HS,2014,football
30,Drequan Hoskey,"Richmond, Va.",Henrico,2014,football
31,Khalek Shepherd,"Upper Marlboro, Md.",Gwynn Park,2014,football
32,David Marrs,"Bluefield, Va.",Graham HS,2014,football
33,Kevin Parks,"Salisbury, N.C.",West Rowan HS,2014,football
34,Anthony Calloway,"Lynchburg, Va.",Brookville HS,2014,football
35,Maurice Canady,"Richmond, Va.",Varina HS,2014,football
36,Malcolm Cook,"Richmond, Va.",Fork Union Military Academy,2014,football
37,Willem Reesema,"Virginia Beach, Va.",Ocean Lakes HS,2014,football
38,Wilfred Wahee,"Norfolk, Va.",Norfolk Christian,2014,football
39,D.J. Hill,"Covington, Ga.",Newton HS,2014,football
40,LaChaston Smith,"Statesville, N.C.",South Iredell,2014,football
41,Alec Vozenilek,"Richmond, Va.",St. Christopher's School,2014,football
42,Chris Peace,"Newport News, Va.",Denbigh HS,2014,football
43,James Coleman,"Martinsville, Va.",The Carlisle School,2014,football
44,Mike Moore,"Hyattsville, Md.",DeMatha Catholic HS,2014,football
45,Cordel Nelson,"Tacoma, Wash.",Clover Park HS,2014,football
46,Kwontie Moore,"Norfolk, Va.",Norfolk Christian,2014,football
47,Braedon Urie,"Purcellville, Va.",Woodgrove HS,2014,football
48,Nicholas Conte,"Roanoke, Va.",Patrick Henry HS,2014,football
49,Kelvin Rainey,"Houston, Texas",Stratford HS,2014,football
50,Darious Latimore,"Lawrenceville, Ga.",Central Gwinnett HS,2014,football
51,Darius Lee,"Alexandria, Va.",St. Stephen's & St. Agnes,2014,football
52,Michael Guerci,"Franklin Lakes, N.J.",Fork Union Military Academy,2014,football
53,Connor Wingo-Reeves,"Midlothian, Va.",Monacan HS,2014,football
54,Tyler Shirley,"Midlothian, Va.",James River HS,2014,football
55,Trent Corney,"Brockville, Ont.",Thousand Islands Secondary School,2014,football
56,Henry Coley,"Virginia Beach, Va.",Bayside HS,2014,football
57,Evan Butts,"Springfield, Pa.",Episcopal Academy,2014,football
58,Vincent Croce,"Olney, Md.",Our Lady of Good Counsel HS,2014,football
59,Tucker Gamble,"Weston, Fla.",Cypress Bay HS,2014,football
60,Zachary Swanson,"Katy, Texas",Katy HS,2014,football
61,Jackson Matteo,"Ashburn, Va.",Broad Run HS,2014,football
62,Zach Bradshaw,"Damascus, Md.",Damascus HS,2014,football
63,Caanan Brown,"Clearwater, Fla.",Clearwater Central Catholic HS,2014,football
64,Micah Kiser,"Baltimore, Md.",Gilman School,2014,football
65,Alex Foertsch,"Baltimore, Md.",Gilman School,2014,football
66,Cory Jones,"Washington, D.C.",Archbishop Carroll HS,2014,football
67,David Dean,"Virginia Beach, Va.",Green Run HS,2014,football
68,Andre Miles-Redmond,"Richmond, Va.",Hermitage HS,2014,football
69,Stephen Lawe,"Norfolk, Va.",Maury HS,2014,football
70,Chris Brathwaite,"Brooklyn, N.Y.",Holy Cross HS,2014,football
71,Mark Hall,"Virginia Beach, Va.",Green Run HS,2014,football
72,John Pond,"Chester, Va.",Matoaca HS,2014,football
73,Cody Wallace,"Moorestown, N.J.",Morrestown HS (Fork Union Military Academy,2014,football
74,Sean Karl,"Manorville, N.Y.",Eastport-South Manor HS,2014,football
75,Ryan Doull,"Kanata, Ontario",All Saints Catholic School (Fork Union Military,2014,football
76,Jake Fieler,"Parkersburg, W.Va.",Parkersburg South (Fork Union Military Academy),2014,football
77,Ross Burbank,"Virginia Beach, Va.",Frank W. Cox HS,2014,football
78,George Adeosun,"Alpharetta, Ga.",Alpharetta HS,2014,football
79,Jeb Byrne,"McLean, Va.",Georgetown Prep,2014,football
80,Jack English,"Richmond, Va.",St. Christopher's School,2014,football
81,Eric Tetlow,"Richmond, Va.",Mills E. Godwin HS,2014,football
82,Andrew Will,"Reisterstown, Md.",Loyola Blakefield,2014,football
83,Steven Moss,"Fredericksburg, Va.",Chancellor HS,2014,football
84,Jack McDonald,"Quincy, Mass.",,2014,football
85,Eric Smith,"Decatur, Ga.",Columbia HS,2014,football
86,Conner Davis,"Henrico, Va.",Deep Run HS,2014,football
87,Sadiq Olanrewaju,"Gaithersburg, Md.",Salisbury School (Conn.,2014,football
88,Michael Mooney,"Malvern, Pa.",Malvern Prep,2014,football
89,Jay Whitmire,"Alexandria, Va.",T.C. Williams HS,2014,football
90,Jack Babcock,"Glen Allen, Va.",Deep Run HS,2014,football
91,Tyler Lewris,"Great Falls, Va.",Flint Hill School (Tufts,2014,football
92,Jamall Brown,"Hampton, Va.",Hampton HS,2014,football
93,Mario Nixon,"Norfolk, Va.",Norfolk Christian,2014,football
94,Ben Hogg,"Lynchburg, Va.",Brookville HS,2014,football
95,Ross Gardner,"Mechanicsville, Va.",Atlee HS,2014,football
96,Keeon Johnson,"Kannapolis, N.C.",A.L. Brown HS,2014,football
97,Kyle Dockins,"Virginia Beach, Va.",Landstown HS,2014,football
98,Max Valles,"Sicklerville, N.J.",St. Joseph HS,2014,football
99,Rob Burns,"Ashburn, Va.",Stone Bridge HS,2014,football
100,Michael Biesemier,"Lynchburg, Va.",Virginia Episcopal School,2014,football
101,Dylan Sims,"Lynchburg, Va.",Jefferson Forest HS,2014,football
102,Greg Gallop,"Chester, Va.",Thomas Dale HS,2014,football
103,Andrew King,"Raleigh, N.C.",Broughton HS,2014,football
104,Lester Coleman,"Martinsville, Va.",Woodberry Forest School,2014,football
105,Donte Wilkins,"Woodbridge, Va.",Potomac HS,2014,football
106,Cameron Fitch,"Chesapeake, Va.",Grassfield HS,2014,football
107,Jordan Jackson,"Purcellville, Va.",Woodgrove HS,2014,football
108,Darrious Carter,"Indiana, Pa.",Indiana Senior HS,2014,football
109,Daniel Hamm,"Wytheville, Va.",Fort Chiswell,2014,football
0,Warren Craft,"Roanoke, Va.",William Fleming HS,2015,football
1,Demetrious Nicholson,"Virginia Beach, Va.",Bayside HS,2015,football
2,Connor Brewer,"Scottsdale, Ariz.",Chaparral HS,2015,football
3,Kirk Garner,"Baltimore, Md.",Our Lady of Good Counsel,2015,football
4,Quin Blanding,"Virginia Beach, Va.",Bayside HS,2015,football
5,Taquan Mizzell,"Virginia Beach, Va.",Bayside,2015,football
6,Tim Harris,"Richmond, Va.",Varina HS,2015,football
7,Albert Reid,"Washington, D.C.",Friendship Collegiate,2015,football
8,Darrious Carter,"Indiana, Pa.",Indiana Senior HS,2015,football
9,Nick Johns,"Leesburg, Va.",,2015,football
10,Kareem Gibson,"Johnstown, Pa.",Greater Johnstown HS,2015,football
11,Joe Spaziani,"Hingham, Mass.",Hingham HS,2015,football
12,T.J. Thorpe,"Durham, N.C.",Jordan HS,2015,football
13,Andrew Brown,"Chesapeake, Va.",Oscar Smith HS,2015,football
14,Canaan Severin,"Marlborough, Mass.",Worcester Academy,2015,football
15,Jordan Ellis,"Suwanee, Ga.",Peachtree Ridge HS,2015,football
16,Hunter Byrnes,"Danville, Va.",George Washington HS,2015,football
17,Divante Walker,"Virginia Beach, Va.",Salem HS,2015,football
18,Myles Robinson,"Silver Spring, Md.",Our Lady of Good Counsel,2015,football
19,Ian Frye,"Bristol, Va.",Virginia HS,2015,football
20,Andre Levrone,"Laurel, Md.",Our Lady of Good Counsel,2015,football
21,Matt Johns,"Chalfont, Pa.",Central Bucks South HS,2015,football
22,C.J. Stalker,"West Chester, Ohio",Lakota West HS,2015,football
23,Mason Thomas,"Virginia Beach, Va.",Kempsville HS,2015,football
24,Kyle Dockins,"Virginia Beach, Va.",Landstown HS,2015,football
25,Nicholas Conte,"Roanoke, Va.",Patrick Henry HS,2015,football
26,Andrew Mackay,"Fairfax, Va.",W.T. Woodson HS,2015,football
27,Doni Dowling,"Richmond, Va.",Varina HS,2015,football
28,CJ Epps,"Chesapeake, Va.",Bishop Sullivan Catholic HS,2015,football
29,Juan Thornhill,"Altavista, Va.",Altavista HS,2015,football
30,Jahvoni Simmons,"Virginia Beach, Va.",Ocean Lakes HS,2015,football
31,Umar Muhammad-Wyatt,"Hampton, Va.",Hampton HS,2015,football
32,Chris Sharp,"Burlington, N.J.",The Hun School,2015,football
33,Anthony Calloway,"Lynchburg, Va.",Brookville HS,2015,football
34,Maurice Canady,"Richmond, Va.",Varina HS,2015,football
35,Malcolm Cook,"Richmond, Va.",Fork Union Military Academy,2015,football
36,Wilfred Wahee,"Norfolk, Va.",Norfolk Christian,2015,football
37,Eric Gallon,"Lakeland, Fla.",Lakeland Christian HS,2015,football
38,Dominic Sheppard,"Miami, Fla.",Gulliver Prep,2015,football
39,LaChaston Smith,"Statesville, N.C.",South Iredell,2015,football
40,Chris Peace,"Newport News, Va.",Denbigh HS,2015,football
41,James Coleman,"Martinsville, Va.",The Carlisle School,2015,football
42,Mike Moore,"Hyattsville, Md.",DeMatha Catholic HS,2015,football
43,Olamide Zaccheaus,"Plainfield, N.J.",St. Joseph's Prep (Pa.),2015,football
44,Kwontie Moore,"Norfolk, Va.",Norfolk Christian,2015,football
45,Gladimir Paul,"Philadelphia, Pa.",Northeast HS,2015,football
46,Braedon Urie,"Purcellville, Va.",Woodgrove HS,2015,football
47,Kelvin Rainey,"Houston, Texas",Stratford HS,2015,football
48,Darious Latimore,"Lawrenceville, Ga.",Central Gwinnett HS,2015,football
49,Reed Kellam,"Richmond, Va.",Collegiate School,2015,football
50,Michael Guerci,"Franklin Lakes, N.J.",Fork Union Military Academy,2015,football
51,Connor Wingo-Reeves,"Midlothian, Va.",Monacan HS,2015,football
52,Tyler Shirley,"Midlothian, Va.",James River HS,2015,football
53,Trent Corney,"Brockville, Ont.",Thousand Islands Secondary School,2015,football
54,Tanner Cowley,"Manasquan, N.J.",Manasquan HS,2015,football
55,Evan Butts,"Springfield, Pa.",Episcopal Academy,2015,football
56,Sean Fitzgerald,"Falls Church, Va.",,2015,football
57,Vincent Croce,"Olney, Md.",Our Lady of Good Counsel HS,2015,football
58,Tucker Gamble,"Weston, Fla.",Cypress Bay HS,2015,football
59,Brendan Marshall,"Gaithersburg, Md.",Our Lady of Good Counsel,2015,football
60,Jackson Matteo,"Ashburn, Va.",Broad Run HS,2015,football
61,Zach Bradshaw,"Damascus, Md.",Damascus HS,2015,football
62,Grant Polk,"Punta Gorda, Fla.",Charlotte HS,2015,football
63,Micah Kiser,"Baltimore, Md.",Gilman School,2015,football
64,Cory Jones,"Washington, D.C.",Archbishop Carroll HS,2015,football
65,David Dean,"Virginia Beach, Va.",Green Run HS,2015,football
66,Andre Miles-Redmond,"Richmond, Va.",Hermitage HS,2015,football
67,James Trucilla,"Erie, Pa.",Cathedral Prep,2015,football
68,Eli Hanback,"Ashland, Va.",Patrick Henry HS,2015,football
69,Mark Hall,"Virginia Beach, Va.",Green Run HS,2015,football
70,John Pond,"Chester, Va.",Matoaca HS,2015,football
71,Trenton Jenkins,"Charlottesville, Va.",Covenant School (Fork Union Military Academy,2015,football
72,Sean Karl,"Manorville, N.Y.",Eastport-South Manor HS,2015,football
73,Ryan Doull,"Kanata, Ontario",All Saints Catholic School (Fork Union Military,2015,football
74,Jake Fieler,"Parkersburg, W.Va.",Parkersburg South (Fork Union Military Academy),2015,football
75,Ross Burbank,"Virginia Beach, Va.",Frank W. Cox HS,2015,football
76,Patrick Kidd,"Woodbridge, Va.",Hylton HS,2015,football
77,Jack English,"Richmond, Va.",St. Christopher's School,2015,football
78,Eric Tetlow,"Richmond, Va.",Mills E. Godwin HS,2015,football
79,Steven Moss,"Fredericksburg, Va.",Chancellor HS,2015,football
80,Jack McDonald,"Quincy, Mass.",,2015,football
81,Eric Smith,"Decatur, Ga.",Columbia HS,2015,football
82,Ryan Bischoff,"Plymouth, Pa.",Plymouth-Whitemarsh HS,2015,football
83,John Tyson,"Richmond, Va.",St. Christopher's School,2015,football
84,Sadiq Olanrewaju,"Gaithersburg, Md.",Salisbury School (Conn.,2015,football
85,Michael Mooney,"Malvern, Pa.",Malvern Prep,2015,football
86,Jay Whitmire,"Alexandria, Va.",T.C. Williams HS,2015,football
87,R.J. Proctor,"Bealeton, Va.",Liberty HS,2015,football
88,Jack Babcock,"Glen Allen, Va.",Deep Run HS,2015,football
89,Connor Atkins,"Bryn Mawr, Pa.",Haverford School,2015,football
90,Jamall Brown,"Hampton, Va.",Hampton HS,2015,football
91,David Eldridge,"Bealeton, Va.",Kettle Run HS,2015,football
92,Ben Hogg,"Lynchburg, Va.",Brookville HS,2015,football
93,Ross Gardner,"Mechanicsville, Va.",Atlee HS,2015,football
94,Keeon Johnson,"Kannapolis, N.C.",A.L. Brown HS,2015,football
95,Charlie Hopkins,"Spokane, Wash.",Gonzaga Prep,2015,football
96,Richard Burney,"Chesapeake, Va.",Hickory HS,2015,football
97,Ryan Santoro,"Oak Hill, Va.",Oakton HS,2015,football
98,Rob Burns,"Ashburn, Va.",Stone Bridge HS,2015,football
99,Austin Petty,"Chevy Chase, Md.",Landon School (Fork Union Military Academy,2015,football
100,Dylan Sims,"Lynchburg, Va.",Jefferson Forest HS,2015,football
101,Andrew King,"Raleigh, N.C.",Broughton HS,2015,football
102,Lester Coleman,"Martinsville, Va.",Woodberry Forest School,2015,football
103,Donte Wilkins,"Woodbridge, Va.",Potomac HS,2015,football
104,Naji Abdullah,"Jacksonville, Fla.",Sandalwood HS,2015,football
105,Spencer Bibb,"Hamilton, Va.",Woodberry Forest School,2015,football
106,Steven Wright,"Waycross, Ga.",Ware County HS,2015,football
107,Trace Halpern,"Brentwood, Tenn.",Brentwood HS,2015,football
108,Daniel Hamm,"Wytheville, Va.",Fort Chiswell,2015,football
0,Donte Wilkins,"Woodbridge, Va.",Potomac HS,2016,football
1,Albert Reid,"Washington, D.C.",Friendship Collegiate,2016,football
2,Quin Blanding,"Virginia Beach, Va.",Bayside HS,2016,football
3,Taquan Mizzell,"Virginia Beach, Va.",Bayside,2016,football
4,Tim Harris,"Richmond, Va.",Varina HS,2016,football
5,Kurt Benkert,"Cape Coral, Fla.",Island Coast HS,2016,football
6,Doni Dowling,"Richmond, Va.",Varina HS,2016,football
7,Keeon Johnson,"Kannapolis, N.C.",A.L. Brown HS,2016,football
8,Andrew Brown,"Chesapeake, Va.",Oscar Smith HS,2016,football
9,Jordan Ellis,"Suwanee, Ga.",Peachtree Ridge HS,2016,football
10,David Eldridge,"Bealeton, Va.",Kettle Run HS,2016,football
11,Chris Peace,"Newport News, Va.",Denbigh HS,2016,football
12,Myles Robinson,"Silver Spring, Md.",Our Lady of Good Counsel,2016,football
13,De'Vante Cross,"Allentown, Pa.",Parkland HS,2016,football
14,Matt Johns,"Chalfont, Pa.",Central Bucks South HS,2016,football
15,Connor Brewer,"Scottsdale, Ariz.",Chaparral HS,2016,football
16,Malcolm Cook,"Richmond, Va.",Fork Union Military Academy,2016,football
17,Ben Hogg,"Lynchburg, Va.",Brookville HS,2016,football
18,Andre Levrone,"Laurel, Md.",Our Lady of Good Counsel,2016,football
19,Steven Wright,"Waycross, Ga.",Ware County HS,2016,football
20,Juan Thornhill,"Altavista, Va.",Altavista HS,2016,football
21,Daniel Hamm,"Wytheville, Va.",Fort Chiswell,2016,football
22,Warren Craft,"Roanoke, Va.",William Fleming HS,2016,football
23,Chris Sharp,"Burlington, N.J.",The Hun School,2016,football
24,Anthony Calloway,"Lynchburg, Va.",Brookville HS,2016,football
25,Cory Jones,"Washington, D.C.",Archbishop Carroll HS,2016,football
26,Wilfred Wahee,"Norfolk, Va.",Norfolk Christian,2016,football
27,Eric Gallon,"Lakeland, Fla.",Lakeland Christian HS,2016,football
28,Nicholas Conte,"Roanoke, Va.",Patrick Henry HS,2016,football
29,Kareem Gibson,"Johnstown, Pa.",Greater Johnstown HS,2016,football
30,Kirk Garner,"Baltimore, Md.",Our Lady of Good Counsel,2016,football
